"";"Lake";"Experiment";"Taxa";"Treatment";"Replicate";"con.pi";"AUC.RR";"AUC.pi";"AUC.totRR";"mean.con.pi"
"1";"Feresjörn";"spring";"Bosmina";"Pulse";"1";0,704989163839204;-21,7394051097175;-2,73041858743342;-13,8453019440321;0,309304126928467
"2";"Feresjörn";"spring";"Bosmina";"Pulse";"2";0,704989163839204;-0,208151966694412;4,16941862899568;-5,26125089544108;0,309304126928467
"3";"Feresjörn";"spring";"Bosmina";"Pulse";"3";0,704989163839204;-11,2797891338675;-0,024512296352469;-10,7399986349528;0,309304126928467
"4";"Feresjörn";"spring";"Bosmina";"Pulse";"4";0,704989163839204;1,20712539273015;2,18868499022177;-1,73213960540073;0,309304126928467
"5";"Feresjörn";"spring";"Bosmina";"Pulse & Press";"4";0,704989163839204;-21,6492544721534;-5,57925064689135;-17,2380000253994;0,309304126928467
"6";"Feresjörn";"spring";"Bosmina";"Pulse & Press";"1";0,704989163839204;-5,01405725627524;-0,652745902175934;-3,51314593454896;0,309304126928467
"7";"Feresjörn";"spring";"Bosmina";"Pulse & Press";"2";0,704989163839204;-3,21513121474448;4,16100451437814;-9,72975560729468;0,309304126928467
"8";"Feresjörn";"spring";"Bosmina";"Pulse & Press";"3";0,704989163839204;-16,1658883948374;-5,01370914796899;-5,72251867270193;0,309304126928467
"9";"Feresjörn";"spring";"Bosmina";"Press";"2";0,704989163839204;1,76560968117137;4,02375833082862;-0,201467901276751;0,309304126928467
"10";"Feresjörn";"spring";"Bosmina";"Press";"3";0,704989163839204;-8,03914800952013;-1,66929414331018;-5,1940158359421;0,309304126928467
"11";"Feresjörn";"spring";"Bosmina";"Press";"4";0,704989163839204;-18,1626892576313;-2,92178812479283;-14,9344974134811;0,309304126928467
"12";"Feresjörn";"spring";"Bosmina";"Press";"1";0,704989163839204;-2,15280912047303;2,97895310352253;-2,39259863081156;0,309304126928467
"13";"Feresjörn";"spring";"Ceriodaphnia";"Pulse & Press";"4";0,0444825289243651;-28;-0,535007225455151;-17,2380000253994;0,0301087005807453
"14";"Feresjörn";"spring";"Ceriodaphnia";"Press";"2";0,0444825289243651;-35,3698635118009;-1,26115342587095;-0,201467901276751;0,0301087005807453
"15";"Feresjörn";"spring";"Ceriodaphnia";"Pulse & Press";"1";0,0444825289243651;-28;-0,535007225455151;-3,51314593454896;0,0301087005807453
"16";"Feresjörn";"spring";"Ceriodaphnia";"Pulse & Press";"2";0,0444825289243651;19,7990683295351;4,63441309164927;-9,72975560729468;0,0301087005807453
"17";"Feresjörn";"spring";"Ceriodaphnia";"Pulse & Press";"3";0,0444825289243651;-28;-0,535007225455151;-5,72251867270193;0,0301087005807453
"18";"Feresjörn";"spring";"Ceriodaphnia";"Press";"1";0,0444825289243651;-21,6394647251164;-0,110902584335171;-2,39259863081156;0,0301087005807453
"19";"Feresjörn";"spring";"Ceriodaphnia";"Pulse";"1";0,0444825289243651;18,2434537763892;4,29629150033071;-13,8453019440321;0,0301087005807453
"20";"Feresjörn";"spring";"Ceriodaphnia";"Press";"3";0,0444825289243651;-27,4659985922184;-0,714533298748323;-5,1940158359421;0,0301087005807453
"21";"Feresjörn";"spring";"Ceriodaphnia";"Press";"4";0,0444825289243651;21,6641092992432;8,9908861540476;-14,9344974134811;0,0301087005807453
"22";"Feresjörn";"spring";"Ceriodaphnia";"Pulse";"4";0,0444825289243651;-28;-0,535007225455151;-1,73213960540073;0,0301087005807453
"23";"Feresjörn";"spring";"Ceriodaphnia";"Pulse";"2";0,0444825289243651;-28;-0,535007225455151;-5,26125089544108;0,0301087005807453
"24";"Feresjörn";"spring";"Ceriodaphnia";"Pulse";"3";0,0444825289243651;-28;-0,535007225455151;-10,7399986349528;0,0301087005807453
"25";"Feresjörn";"spring";"Copepodite";"Press";"1";0,102275812737219;3,71732754342158;0,977993712473325;-2,39259863081156;0,0847792683764943
"26";"Feresjörn";"spring";"Copepodite";"Pulse & Press";"1";0,102275812737219;-3,69443957572773;1,64648144719829;-3,51314593454896;0,0847792683764943
"27";"Feresjörn";"spring";"Copepodite";"Press";"3";0,102275812737219;-18,809044025105;-1,08427900188741;-5,1940158359421;0,0847792683764943
"28";"Feresjörn";"spring";"Copepodite";"Pulse & Press";"2";0,102275812737219;-10,6793012708577;0,352901443709661;-9,72975560729468;0,0847792683764943
"29";"Feresjörn";"spring";"Copepodite";"Pulse & Press";"3";0,102275812737219;-9,43177945487147;-0,276241861324673;-5,72251867270193;0,0847792683764943
"30";"Feresjörn";"spring";"Copepodite";"Pulse & Press";"4";0,102275812737219;-24,6955852036114;1,85317643859396;-17,2380000253994;0,0847792683764943
"31";"Feresjörn";"spring";"Copepodite";"Pulse";"1";0,102275812737219;-4,75731149491294;3,39453615832099;-13,8453019440321;0,0847792683764943
"32";"Feresjörn";"spring";"Copepodite";"Pulse";"2";0,102275812737219;-5,49974839833697;-0,329084917912952;-5,26125089544108;0,0847792683764943
"33";"Feresjörn";"spring";"Copepodite";"Pulse";"3";0,102275812737219;-6,04415189289514;0,661052176890045;-10,7399986349528;0,0847792683764943
"34";"Feresjörn";"spring";"Copepodite";"Pulse";"4";0,102275812737219;-11,7310675200262;-1,02429590041915;-1,73213960540073;0,0847792683764943
"35";"Feresjörn";"spring";"Copepodite";"Press";"2";0,102275812737219;-7,16821831214437;0,25394955398466;-0,201467901276751;0,0847792683764943
"36";"Feresjörn";"spring";"Copepodite";"Press";"4";0,102275812737219;-3,88225666639873;5,23208773240706;-14,9344974134811;0,0847792683764943
"37";"Feresjörn";"spring";"Cyclopoid sp";"Pulse";"2";0,0614553565477246;-9,04873967470937;0,183262932680097;-0,8338746752479;0,0257279921482614
"38";"Feresjörn";"spring";"Cyclopoid sp";"Pulse";"4";0,0614553565477246;7,87879737139704;2,73509853514514;-1,73213960540073;0,0171519947655076
"39";"Feresjörn";"spring";"Cyclopoid sp";"Pulse";"1";0,0614553565477246;-0,545144856586106;0,349132004458785;-3,55956377962721;0,0205823937186091
"40";"Feresjörn";"spring";"Cyclopoid sp";"Pulse & Press";"1";0,0614553565477246;-7,72974913926017;-0,16509411732848;-3,8098977451404;0,0257279921482614
"41";"Feresjörn";"spring";"Cyclopoid sp";"Pulse";"3";0,0614553565477246;-11,9118833646618;0,00991859475657719;-5,73217396851193;0,0257279921482614
"42";"Feresjörn";"spring";"Cyclopoid sp";"Pulse & Press";"3";0,0614553565477246;-10,7029216745601;0,157289745601296;-4,28512475688494;0,0257279921482614
"43";"Feresjörn";"spring";"Cyclopoid sp";"Pulse & Press";"4";0,0614553565477246;-8,7374134309706;1,37415540039435;-10,3868752748626;0,0257279921482614
"44";"Feresjörn";"spring";"Cyclopoid sp";"Press";"3";0,0614553565477246;-12,1310302428159;-0,273182224685545;-0,338660040567633;0,0257279921482614
"45";"Feresjörn";"spring";"Cyclopoid sp";"Press";"4";0,0614553565477246;2,10880593265015;0,835294616688319;-4,52353544064855;0,0205823937186091
"46";"Feresjörn";"spring";"Cyclopoid sp";"Pulse & Press";"2";0,0614553565477246;-14;-0,351646765719431;-4,47523997844503;0,0257279921482614
"47";"Feresjörn";"spring";"Cyclopoid sp";"Press";"1";0,0614553565477246;-3,80886499021834;0,135936160752496;-1,11713462812208;0,0205823937186091
"48";"Feresjörn";"spring";"Cyclopoid sp";"Press";"2";0,0614553565477246;-8,6403795515143;-0,0511470603428293;-1,5938610241688;0,0257279921482614
"49";"Feresjörn";"spring";"Daphnia";"Pulse & Press";"4";0,0187860710191503;-25,0203257331882;-0,0854404976863256;-14,2216349774844;0,0182143567441127
"50";"Feresjörn";"spring";"Daphnia";"Pulse & Press";"3";0,0187860710191503;-28;-0,522139191240513;-7,62898669981505;0,0182143567441127
"51";"Feresjörn";"spring";"Daphnia";"Press";"1";0,0187860710191503;-28;-0,522139191240513;-2,85071082065583;0,0182143567441127
"52";"Feresjörn";"spring";"Daphnia";"Press";"2";0,0187860710191503;-28;-0,522139191240513;-1,54235908237774;0,0182143567441127
"53";"Feresjörn";"spring";"Daphnia";"Pulse & Press";"1";0,0187860710191503;-28;-0,522139191240513;-3,34939461031296;0,0182143567441127
"54";"Feresjörn";"spring";"Daphnia";"Pulse & Press";"2";0,0187860710191503;-28;-0,522139191240513;-11,5725489618383;0,0182143567441127
"55";"Feresjörn";"spring";"Daphnia";"Pulse";"1";0,0187860710191503;-28;-0,522139191240513;-12,4291776704703;0,0182143567441127
"56";"Feresjörn";"spring";"Daphnia";"Pulse";"2";0,0187860710191503;-28;-0,522139191240513;-7,34672419379581;0,0182143567441127
"57";"Feresjörn";"spring";"Daphnia";"Press";"3";0,0187860710191503;-15,1662744316973;0,0721569001617716;-6,73354243100251;0,0182143567441127
"58";"Feresjörn";"spring";"Daphnia";"Press";"4";0,0187860710191503;-18,2887118630158;-0,0789836326751173;-11,5147542998859;0,0182143567441127
"59";"Feresjörn";"spring";"Daphnia";"Pulse";"3";0,0187860710191503;-28;-0,522139191240513;-11,4109058387348;0,0182143567441127
"60";"Feresjörn";"spring";"Daphnia";"Pulse";"4";0,0187860710191503;-24,5351977657335;0,212049898645628;-2,56201284719978;0,0182143567441127
"61";"Feresjörn";"spring";"Eudiaptomus";"Pulse & Press";"3";0,0256970772429173;-12,6029056860191;-0,5913011865166;-5,72251867270193;0,213080292362316
"62";"Feresjörn";"spring";"Eudiaptomus";"Pulse & Press";"4";0,0256970772429173;-22,9238447491679;-5,09633251799052;-17,2380000253994;0,213080292362316
"63";"Feresjörn";"spring";"Eudiaptomus";"Press";"3";0,0256970772429173;1,48332991845715;6,23450060590827;-5,1940158359421;0,213080292362316
"64";"Feresjörn";"spring";"Eudiaptomus";"Pulse & Press";"1";0,0256970772429173;-25,4401216394867;-5,9557733770747;-3,51314593454896;0,213080292362316
"65";"Feresjörn";"spring";"Eudiaptomus";"Pulse & Press";"2";0,0256970772429173;-23,8970059025511;-6,42406259989229;-9,72975560729468;0,213080292362316
"66";"Feresjörn";"spring";"Eudiaptomus";"Press";"1";0,0256970772429173;-15,372485525991;-3,71511497116466;-2,39259863081156;0,213080292362316
"67";"Feresjörn";"spring";"Eudiaptomus";"Press";"2";0,0256970772429173;-8,24747583553035;-2,80266831949919;-0,201467901276751;0,213080292362316
"68";"Feresjörn";"spring";"Eudiaptomus";"Pulse";"4";0,0256970772429173;-16,4376999054771;-3,30662709669765;-1,73213960540073;0,213080292362316
"69";"Feresjörn";"spring";"Eudiaptomus";"Press";"4";0,0256970772429173;-23,2700889928759;-5,55224591642522;-14,9344974134811;0,213080292362316
"70";"Feresjörn";"spring";"Eudiaptomus";"Pulse";"2";0,0256970772429173;-8,66298752226135;-2,66634368527518;-5,26125089544108;0,213080292362316
"71";"Feresjörn";"spring";"Eudiaptomus";"Pulse";"3";0,0256970772429173;-28;-6,51740979284181;-10,7399986349528;0,213080292362316
"72";"Feresjörn";"spring";"Eudiaptomus";"Pulse";"1";0,0256970772429173;-26,3764007908729;-5,94976034179926;-13,8453019440321;0,213080292362316
"73";"Feresjörn";"spring";"Kellicottia";"Press";"1";0,000267951891480613;2,09774679914427;0,00179880978510578;-2,39259863081156;0,000167118544233766
"74";"Feresjörn";"spring";"Kellicottia";"Pulse";"1";0,000267951891480613;-20,7589304501211;0,000947324162250714;-13,8453019440321;0,000167118544233766
"75";"Feresjörn";"spring";"Kellicottia";"Pulse & Press";"1";0,000267951891480613;-16,5576679527296;0,00579363733105252;-3,51314593454896;0,000167118544233766
"76";"Feresjörn";"spring";"Kellicottia";"Press";"2";0,000267951891480613;-0,741623503185036;0,00313081450857091;-0,201467901276751;0,000167118544233766
"77";"Feresjörn";"spring";"Kellicottia";"Press";"3";0,000267951891480613;8,45879395531953;0,00585647586447783;-5,1940158359421;0,000167118544233766
"78";"Feresjörn";"spring";"Kellicottia";"Press";"4";0,000267951891480613;1,82390816906397;0,0228705509976703;-14,9344974134811;0,000167118544233766
"79";"Feresjörn";"spring";"Kellicottia";"Pulse";"4";0,000267951891480613;-20,1619174348468;0,0011270124044871;-1,73213960540073;0,000167118544233766
"80";"Feresjörn";"spring";"Kellicottia";"Pulse & Press";"2";0,000267951891480613;-19,1937685682427;0,000657141143768828;-9,72975560729468;0,000167118544233766
"81";"Feresjörn";"spring";"Kellicottia";"Pulse & Press";"3";0,000267951891480613;-17,3223548893105;0,00142124144696769;-5,72251867270193;0,000167118544233766
"82";"Feresjörn";"spring";"Kellicottia";"Pulse & Press";"4";0,000267951891480613;-29,2035497085201;0,00382541192527315;-17,2380000253994;0,000167118544233766
"83";"Feresjörn";"spring";"Kellicottia";"Pulse";"2";0,000267951891480613;5,24479031422375;0,00393727421251251;-5,26125089544108;0,000167118544233766
"84";"Feresjörn";"spring";"Kellicottia";"Pulse";"3";0,000267951891480613;-8,44106235861047;0,00312744223988329;-10,7399986349528;0,000167118544233766
"85";"Feresjörn";"spring";"Keratella";"Press";"1";0,00150516626131335;-8,24540915413617;-0,00977577546006058;-2,39259863081156;0,0013341776874052
"86";"Feresjörn";"spring";"Keratella";"Pulse & Press";"2";0,00150516626131335;-19,2660655573165;0,0217275798391423;-9,72975560729468;0,0013341776874052
"87";"Feresjörn";"spring";"Keratella";"Pulse & Press";"1";0,00150516626131335;-14,6140923511979;0,0117026891169755;-3,51314593454896;0,0013341776874052
"88";"Feresjörn";"spring";"Keratella";"Press";"4";0,00150516626131335;-17,7789493763783;-0,0104962949869883;-14,9344974134811;0,0013341776874052
"89";"Feresjörn";"spring";"Keratella";"Pulse & Press";"3";0,00150516626131335;-22,4447670519885;-0,0232526667069669;-5,72251867270193;0,0013341776874052
"90";"Feresjörn";"spring";"Keratella";"Pulse & Press";"4";0,00150516626131335;-21,42877513076;0,0157056530046648;-17,2380000253994;0,0013341776874052
"91";"Feresjörn";"spring";"Keratella";"Press";"3";0,00150516626131335;-14,6734737913635;-0,00320221931990994;-5,1940158359421;0,0013341776874052
"92";"Feresjörn";"spring";"Keratella";"Pulse";"1";0,00150516626131335;-11,7779599901132;0,0879730703395981;-13,8453019440321;0,0013341776874052
"93";"Feresjörn";"spring";"Keratella";"Pulse";"2";0,00150516626131335;-7,69679519084711;0,00128272846970053;-5,26125089544108;0,0013341776874052
"94";"Feresjörn";"spring";"Keratella";"Pulse";"3";0,00150516626131335;-11,577473875682;0,0228959575219622;-10,7399986349528;0,0013341776874052
"95";"Feresjörn";"spring";"Keratella";"Pulse";"4";0,00150516626131335;-22,3096430731478;-0,0169265966200987;-1,73213960540073;0,0013341776874052
"96";"Feresjörn";"spring";"Keratella";"Press";"2";0,00150516626131335;-0,168111620954171;0,0110662309534508;-0,201467901276751;0,0013341776874052
"97";"Feresjörn";"spring";"Mesocyclops";"Pulse & Press";"1";0;-2,87035550368412;-0,558736955342321;-3,51314593454896;0,134820774850028
"98";"Feresjörn";"spring";"Mesocyclops";"Pulse & Press";"2";0;-23,0556349405583;-3,26951296629821;-9,72975560729468;0,134820774850028
"99";"Feresjörn";"spring";"Polyarthra";"Press";"1";0,000545930891742667;-6,00192119850322;-0,00105150147369728;-2,39259863081156;0,000593168111403942
"100";"Feresjörn";"spring";"Polyarthra";"Press";"2";0,000545930891742667;-4,27606362743256;0,00742585781471345;-0,201467901276751;0,000593168111403942
"101";"Feresjörn";"spring";"Polyarthra";"Pulse";"1";0,000545930891742667;-6,07534032392202;0,0454832740897443;-13,8453019440321;0,000593168111403942
"102";"Feresjörn";"spring";"Polyarthra";"Pulse";"2";0,000545930891742667;4,18839804482606;0,00675291716704898;-5,26125089544108;0,000593168111403942
"103";"Feresjörn";"spring";"Polyarthra";"Pulse";"3";0,000545930891742667;6,59114050019173;0,039995831156164;-10,7399986349528;0,000593168111403942
"104";"Feresjörn";"spring";"Polyarthra";"Pulse";"4";0,000545930891742667;4,64252347781149;0,00798946811313399;-1,73213960540073;0,000593168111403942
"105";"Feresjörn";"spring";"Polyarthra";"Pulse & Press";"1";0,000545930891742667;6,0061370306873;0,0192335432927005;-3,51314593454896;0,000593168111403942
"106";"Feresjörn";"spring";"Polyarthra";"Pulse & Press";"2";0,000545930891742667;4,51772848350271;0,0268030419876503;-9,72975560729468;0,000593168111403942
"107";"Feresjörn";"spring";"Polyarthra";"Pulse & Press";"3";0,000545930891742667;0,496197686182569;-0,00674815465467619;-5,72251867270193;0,000593168111403942
"108";"Feresjörn";"spring";"Polyarthra";"Pulse & Press";"4";0,000545930891742667;-17,2312246359674;0,0282549044687717;-17,2380000253994;0,000593168111403942
"109";"Feresjörn";"spring";"Polyarthra";"Press";"3";0,000545930891742667;-14,0414493819112;-0,00237432919234136;-5,1940158359421;0,000593168111403942
"110";"Feresjörn";"spring";"Polyarthra";"Press";"4";0,000545930891742667;-3,19362776016513;0,0137725900673938;-14,9344974134811;0,000593168111403942
"111";"Feresjörn";"spring";"Thermocyclops";"Press";"1";0;1,49168154531709;1,51709949249334;-2,39259863081156;0,155249013302295
"112";"Feresjörn";"spring";"Thermocyclops";"Press";"3";0;-6,13975994275767;-0,0635459002983926;-5,1940158359421;0,155249013302295
"113";"Feresjörn";"spring";"Thermocyclops";"Pulse & Press";"2";0;-12,7522760885021;-0,942370058144241;-9,72975560729468;0,155249013302295
"114";"Feresjörn";"summer";"Bosmina";"Pulse";"1";0,148341772455541;-20,549297272876;-6,45648097636533;-5,18139159264664;0,221083482763714
"115";"Feresjörn";"summer";"Bosmina";"Pulse";"2";0,148341772455541;-20,9685983650478;-6,94024375148535;-3,3917451494867;0,221083482763714
"116";"Feresjörn";"summer";"Bosmina";"Pulse";"3";0,148341772455541;-9,98766501674892;-3,44770570340418;-4,52395084638885;0,221083482763714
"117";"Feresjörn";"summer";"Bosmina";"Pulse";"4";0,148341772455541;-17,7438239715561;-4,85854449022475;-9,63270400109501;0,221083482763714
"118";"Feresjörn";"summer";"Bosmina";"Pulse & Press";"3";0,148341772455541;-14,8145980632623;-4,6921596196737;-10,4331630939294;0,221083482763714
